PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
-1.4505668055693277,-1.4278647744823914,-0.37123768942658225,"Goldschmidt, Mr. George B",male,2.2581102296164386,-0.7210660586265731,-0.6300014204292068,PC 17754,-0.5766799335146774,A5,C
-1.4465190825181515,0.6965194021865324,-0.37123768942658225,"Greenfield, Mr. William Bertram",male,-0.8101850435414151,-0.7210660586265731,0.6951739811632628,PC 17759,-0.2007151519996724,D10 D12,C
-1.4262804672622706,-1.4278647744823914,-0.37123768942658225,"White, Mr. Richard Frasar",male,-0.9380306799229924,-0.7210660586265731,0.6951739811632628,35281,-0.018271228146327218,D26,S
-1.3938986828528608,-1.4278647744823914,-0.37123768942658225,"Porter, Mr. Walter Chamberlain",male,0.7239625930375116,-0.7210660586265731,-0.6300014204292068,110465,-0.3494855638182586,C110,S
-1.3615168984434511,-1.4278647744823914,-0.37123768942658225,"Baxter, Mr. Quigg Edmond",male,-0.7462622253506265,-0.7210660586265731,0.6951739811632628,PC 17558,2.2114355190109882,B58 B60,C
-1.3412782831875703,0.6965194021865324,1.5698050867181192,"Webber, Miss. Susan",female,-0.20291827072892327,-0.7210660586265731,-0.6300014204292068,27267,-0.860305498220842,E101,S
-1.3372305601363939,-1.4278647744823914,-0.37123768942658225,"White, Mr. Percival Wayland",male,1.171422320373032,-0.7210660586265731,0.6951739811632628,35281,-0.018271228146327218,D26,S
-1.2886578835222795,0.6965194021865324,-0.37123768942658225,"Newsom, Miss. Helen Monypeny",female,-1.0658763163045695,-0.7210660586265731,2.020349382755733,11752,-0.6863215383580258,D47,S
-1.284610160471103,-1.4278647744823914,-0.37123768942658225,"Futrelle, Mr. Jacques Heath",male,0.08473441112962551,0.8313467499459313,-0.6300014204292068,113803,-0.3350778220786986,C123,S
-1.2765147143687507,-1.4278647744823914,-0.37123768942658225,"Giglio, Mr. Victor",male,-0.7462622253506265,-0.7210660586265731,-0.6300014204292068,PC 17593,0.006778595559953426,B86,C
-1.240085206908165,-1.4278647744823914,1.5698050867181192,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,0.05277300203423121,-0.7210660586265731,2.020349382755733,230080,-0.6900321867533142,F2,S
-1.2279420377546362,0.6965194021865324,-0.37123768942658225,"Pears, Mrs. Thomas (Edith Wearne)",female,-0.8741078617322037,0.8313467499459313,-0.6300014204292068,113776,-0.158255537093189,C2,S
-1.1510352997822884,-1.4278647744823914,-0.37123768942658225,"Van der hoef, Mr. Wyckoff",male,1.6188820477085524,-0.7210660586265731,-0.6300014204292068,111240,-0.5917975839835866,B19,S
-1.1348444075775834,-1.4278647744823914,-0.37123768942658225,"Smith, Mr. James Clinch",male,1.2992679567546093,-0.7210660586265731,-0.6300014204292068,17764,-0.628526847061836,A7,C
-1.122701238424055,-1.4278647744823914,-0.37123768942658225,"Isham, Miss. Ann Elizabeth",female,0.9157310476098776,-0.7210660586265731,-0.6300014204292068,PC 17595,-0.6545040054182628,C49,C
-1.0984149001169976,0.6965194021865324,1.5698050867181192,"Becker, Master. Richard F",male,-2.2164870437387645,2.383759558518436,0.6951739811632628,230136,-0.5197588752857865,F4,S
-1.0579376696052354,0.6965194021865324,1.5698050867181192,"Navratil, Master. Michel M",male,-2.0886414073571875,0.8313467499459313,0.6951739811632628,230080,-0.6900321867533142,F2,S
-1.0538899465540592,0.6965194021865324,-0.37123768942658225,"Brown, Mrs. James Joseph (Margaret Tobin)",female,0.5321941384651458,-0.7210660586265731,-0.6300014204292068,PC 17610,-0.667493239493828,B4,C
-1.049842223502883,0.6965194021865324,-0.37123768942658225,"Lurette, Miss. Elise",female,1.4271135931361865,-0.7210660586265731,-0.6300014204292068,PC 17569,0.888542868378657,B80,C
-1.009364992991121,-1.4278647744823914,3.510847862862821,"Strom, Miss. Telma Matilda",female,-2.152564225547976,-0.7210660586265731,0.6951739811632628,347054,-0.8935415388245999,G6,S
-0.9931741007864161,0.6965194021865324,-0.37123768942658225,"Blank, Mr. Henry",male,0.27650286570199134,-0.7210660586265731,-0.6300014204292068,112277,-0.6245424515734959,A31,C
-0.9688877624793589,0.6965194021865324,-0.37123768942658225,"Newell, Miss. Madeleine",female,-0.29880249801510617,0.8313467499459313,-0.6300014204292068,35273,0.4530911408104158,D36,C
-0.9567445933258303,0.6965194021865324,-0.37123768942658225,"Bazzani, Miss. Albina",female,-0.23487967982431757,-0.7210660586265731,-0.6300014204292068,11813,-0.0313141638047397,D15,C
-0.932458255018773,0.6965194021865324,-0.37123768942658225,"Hoyt, Mr. Frederick Maxfield",male,0.14865722932041414,0.8313467499459313,-0.6300014204292068,19943,0.1482364235483611,C93,S
-0.9081719167117157,0.6965194021865324,-0.37123768942658225,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,-0.04311122525195171,0.8313467499459313,-0.6300014204292068,36973,0.06277231913869803,C83,S
-0.8474560709440726,-1.4278647744823914,-0.37123768942658225,"Minahan, Dr. William Edward",male,0.5321941384651458,2.383759558518436,-0.6300014204292068,19928,0.1482364235483611,C78,Q
-0.835312901790544,0.6965194021865324,-0.37123768942658225,"Beckwith, Mr. Richard Leonard",male,0.08473441112962551,0.8313467499459313,0.6951739811632628,11751,-0.34222668157092756,D35,S
-0.8231697326370153,-1.4278647744823914,3.510847862862821,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,-0.4266481343966834,0.8313467499459313,0.6951739811632628,347054,-0.8935415388245999,G6,S
-0.8191220095858391,-1.4278647744823914,-0.37123768942658225,"Stead, Mr. William Thomas",male,1.6828048658993409,-0.7210660586265731,-0.6300014204292068,113514,-0.6828283158835342,C87,S
-0.798883394329958,0.6965194021865324,-0.37123768942658225,"Cherry, Miss. Gladys",female,-0.36272531620589477,-0.7210660586265731,-0.6300014204292068,110152,0.10239360892248824,B77,S
-0.778644779074077,-1.4278647744823914,-0.37123768942658225,"Taussig, Mr. Emil",male,1.0435766839914546,0.8313467499459313,0.6951739811632628,110413,0.012672671726137117,E67,S
-0.7745970560229009,-1.4278647744823914,-0.37123768942658225,"Harrison, Mr. William",male,0.27650286570199134,-0.7210660586265731,-0.6300014204292068,112059,-1.03057880968837,B94,S
-0.7543584407670197,0.6965194021865324,-0.37123768942658225,"Graham, Mrs. William Thompson (Edith Junkins)",female,1.4271135931361865,-0.7210660586265731,0.6951739811632628,PC 17582,0.979464887318206,C125,S
-0.7503107177158436,0.6965194021865324,-0.37123768942658225,"Bissette, Miss. Amelia",female,-0.04311122525195171,-0.7210660586265731,-0.6300014204292068,PC 17760,0.7459389700246023,C99,S
-0.7341198255111387,-1.4278647744823914,-0.37123768942658225,"Natsch, Mr. Charles H",male,0.08473441112962551,-0.7210660586265731,0.6951739811632628,PC 17596,-0.6415697827202486,C118,C
-0.7260243794087863,0.6965194021865324,-0.37123768942658225,"Andrews, Miss. Kornelia Theodosia",female,1.7467276840901296,0.8313467499459313,-0.6300014204292068,13502,-0.009485125274602785,D7,S
-0.661260810589967,0.6965194021865324,-0.37123768942658225,"Bishop, Mrs. Dickinson H (Helen Walton)",female,-1.0658763163045695,0.8313467499459313,-0.6300014204292068,11967,0.1623717279895731,B49,C
-0.6572130875387907,-1.4278647744823914,1.5698050867181192,"Levy, Mr. Rene Jacques",male,0.0208115929388369,-0.7210660586265731,-0.6300014204292068,SC/Paris 2163,-0.8619427416003375,D,C
-0.6369744722829097,-1.4278647744823914,-0.37123768942658225,"Allison, Miss. Helen Loraine",female,-2.152564225547976,0.8313467499459313,2.020349382755733,113781,0.9544150636119256,C22 C26,S
-0.6288790261805572,0.6965194021865324,-0.37123768942658225,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,0.9157310476098776,-0.7210660586265731,0.6951739811632628,PC 17558,2.2114355190109882,B58 B60,C
-0.6045926878735001,0.6965194021865324,-0.37123768942658225,"Allison, Master. Hudson Trevor",male,-2.2216008691940274,0.8313467499459313,2.020349382755733,113781,0.9544150636119256,C22 C26,S
-0.5964972417711476,0.6965194021865324,-0.37123768942658225,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,-1.193721952686147,0.8313467499459313,-0.6300014204292068,PC 17758,0.3957876225280747,C65,C
-0.5884017956687951,0.6965194021865324,-0.37123768942658225,"Francatelli, Miss. Laura Mabel",female,-0.36272531620589477,-0.7210660586265731,-0.6300014204292068,PC 17485,-0.28492316328858647,E36,C
-0.584354072617619,0.6965194021865324,-0.37123768942658225,"Hays, Miss. Margaret Bechstein",female,-0.7462622253506265,-0.7210660586265731,-0.6300014204292068,11767,0.05862419931240837,C54,C
-0.5803063495664428,0.6965194021865324,-0.37123768942658225,"Ryerson, Miss. Emily Borie",female,-1.1297991344953582,2.383759558518436,2.020349382755733,PC 17608,2.4059950438726,B57 B59 B63 B66,C
-0.5519722882082093,0.6965194021865324,-0.37123768942658225,"Wick, Miss. Mary Natalie",female,-0.29880249801510617,-0.7210660586265731,2.020349382755733,36928,1.128836494905743,C7,S
-0.5479245651570331,0.6965194021865324,-0.37123768942658225,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,0.27650286570199134,0.8313467499459313,0.6951739811632628,16966,0.7310950666487448,E34,C
-0.5236382268499759,0.6965194021865324,-0.37123768942658225,"Young, Miss. Marie Grice",female,0.0208115929388369,-0.7210660586265731,-0.6300014204292068,PC 17760,0.7459389700246023,C32,C
-0.5155427807476234,0.6965194021865324,1.5698050867181192,"Ball, Mrs. (Ada E Hall)",female,0.0208115929388369,-0.7210660586265731,-0.6300014204292068,28551,-0.860305498220842,D,S
-0.507447334645271,0.6965194021865324,-0.37123768942658225,"Hippach, Miss. Jean Gertrude",female,-1.2576447708769354,-0.7210660586265731,0.6951739811632628,111361,-0.2711703189008246,B18,C
-0.49935188854291856,-1.4278647744823914,-0.37123768942658225,"Partner, Mr. Austen",male,0.6280783657513288,-0.7210660586265731,-0.6300014204292068,113043,-0.657287319163405,C124,S
-0.4953041654917424,-1.4278647744823914,-0.37123768942658225,"Graham, Mr. George Edward",male,0.14865722932041414,-0.7210660586265731,0.6951739811632628,PC 17582,0.979464887318206,C91,S
-0.4791132732870375,-1.4278647744823914,-0.37123768942658225,"Pears, Mr. Thomas Clinton",male,-0.4266481343966834,0.8313467499459313,-0.6300014204292068,113776,-0.158255537093189,C2,S
-0.47506555023586133,0.6965194021865324,-0.37123768942658225,"Burns, Miss. Elizabeth Margaret",female,0.34042568389278,-0.7210660586265731,-0.6300014204292068,16966,0.7310950666487448,E40,C
-0.4669701041335089,-1.4278647744823914,-0.37123768942658225,"Blackwell, Mr. Stephen Weart",male,0.5961169566559344,-0.7210660586265731,-0.6300014204292068,113784,-0.5656016899116593,T,S
-0.4629223810823327,0.6965194021865324,1.5698050867181192,"Navratil, Master. Edmond Roger",male,-2.152564225547976,0.8313467499459313,0.6951739811632628,230080,-0.6900321867533142,F2,S
-0.45887465803115646,0.6965194021865324,-0.37123768942658225,"Fortune, Miss. Alice Elizabeth",female,-0.7462622253506265,3.9361723670909403,2.020349382755733,19950,2.414181260770077,C23 C25 C27,S
-0.44268376582645164,0.6965194021865324,1.5698050867181192,"Brown, Miss. Amelia ""Mildred""",female,-0.7462622253506265,-0.7210660586265731,-0.6300014204292068,248733,-0.860305498220842,F33,S
-0.39815881226351335,0.6965194021865324,-0.37123768942658225,"Bowerman, Miss. Elsie Edith",female,-0.8741078617322037,-0.7210660586265731,0.6951739811632628,113505,-0.3101917227103676,E33,S
-0.35768158175175124,0.6965194021865324,-0.37123768942658225,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,1.5549592295177637,0.8313467499459313,-0.6300014204292068,110813,-0.04495829523210314,D37,C
-0.3455384125982226,0.6965194021865324,-0.37123768942658225,"Aubart, Mme. Leontine Pauline",female,-0.7462622253506265,-0.7210660586265731,-0.6300014204292068,PC 17477,-0.12289108009608705,B35,C
-0.3414906895470464,0.6965194021865324,-0.37123768942658225,"Harder, Mr. George Achilles",male,-0.6823394071598379,0.8313467499459313,-0.6300014204292068,11765,-0.3044063595045825,E50,C
-0.31315662818881296,-1.4278647744823914,-0.37123768942658225,"Widener, Mr. Harry Elkins",male,-0.5544937707782607,-0.7210660586265731,2.020349382755733,113503,1.739636988417948,C82,C
-0.2605362285235222,0.6965194021865324,-0.37123768942658225,"Carter, Mr. William Ernest",male,0.0208115929388369,0.8313467499459313,2.020349382755733,113760,0.5411748346272715,B96 B98,S
-0.2483930593699936,0.6965194021865324,-0.37123768942658225,"Newell, Miss. Marjorie",female,-0.8101850435414151,0.8313467499459313,-0.6300014204292068,35273,0.4530911408104158,D36,C
-0.24434533631881739,0.6965194021865324,3.510847862862821,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,-0.7462622253506265,-0.7210660586265731,2.020349382755733,PP 9549,-0.8118430941877764,G6,S
-0.1714863213976456,0.6965194021865324,-0.37123768942658225,"Minahan, Miss. Daisy E",female,-0.17095686163352894,0.8313467499459313,-0.6300014204292068,19928,0.1482364235483611,C78,Q
-0.10267502952765005,0.6965194021865324,3.510847862862821,"Pickard, Mr. Berk (Berk Trembisky)",male,-0.23487967982431757,-0.7210660586265731,-0.6300014204292068,SOTON/O.Q. 392078,-0.9251403360488623,E10,S
-0.09862730647647383,0.6965194021865324,-0.37123768942658225,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,-0.490570952587472,-0.7210660586265731,-0.6300014204292068,110564,-0.6828283158835342,C52,S
-0.082436414271769,-1.4278647744823914,-0.37123768942658225,"Silvey, Mr. William Baird",male,0.9157310476098776,0.8313467499459313,-0.6300014204292068,13507,-0.2984035703780003,E44,S
-0.07838869122059279,0.6965194021865324,-0.37123768942658225,"Carter, Miss. Lucile Polk",female,-1.3854904072585126,0.8313467499459313,2.020349382755733,113760,0.5411748346272715,B96 B98,S
-0.06624552206706416,-1.4278647744823914,-0.37123768942658225,"Fortune, Mr. Mark",male,1.810650502280918,0.8313467499459313,4.670700185940672,19950,2.414181260770077,C23 C25 C27,S
-0.03791146070883069,0.6965194021865324,-0.37123768942658225,"Dodge, Master. Washington",male,-2.024718589166399,-0.7210660586265731,2.020349382755733,33638,0.04159686816565563,A34,S
-0.021720568504125855,0.6965194021865324,-0.37123768942658225,"Peuchen, Major. Arthur Godfrey",male,1.0435766839914546,-0.7210660586265731,-0.6300014204292068,113786,-0.6310914250914776,C104,S
-0.009577399350597225,-1.4278647744823914,-0.37123768942658225,"Foreman, Mr. Benjamin Laventall",male,-0.36272531620589477,-0.7210660586265731,-0.6300014204292068,113051,-0.6671107794403778,C111,C
-0.005529676299421016,0.6965194021865324,-0.37123768942658225,"Goldenberg, Mr. Samuel L",male,0.851808229419089,0.8313467499459313,-0.6300014204292068,17453,0.1365032825935449,C92,C
0.006613492854107612,-1.4278647744823914,-0.37123768942658225,"Millet, Mr. Francis Davis",male,1.8745733204717068,-0.7210660586265731,-0.6300014204292068,13509,-0.6828283158835342,E38,S
0.02280438505881245,0.6965194021865324,-0.37123768942658225,"Anderson, Mr. Harry",male,0.7878854112283002,-0.7210660586265731,-0.6300014204292068,19952,-0.6828283158835342,E12,S
0.03089983116116487,-1.4278647744823914,-0.37123768942658225,"Gee, Mr. Arthur H",male,0.7239625930375116,-0.7210660586265731,-0.6300014204292068,111320,-0.5263078488037682,E63,S
0.07542478472410317,0.6965194021865324,1.5698050867181192,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,-0.8101850435414151,-0.7210660586265731,-0.6300014204292068,SC/AH Basle 541,-0.8499358535524695,D,C
0.11994973828704147,0.6965194021865324,-0.37123768942658225,"Bishop, Mr. Dickinson H",male,-0.6823394071598379,0.8313467499459313,-0.6300014204292068,11967,0.1623717279895731,B49,C
0.12804518438939388,0.6965194021865324,-0.37123768942658225,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,-0.04311122525195171,0.8313467499459313,-0.6300014204292068,19943,0.1482364235483611,C93,S
0.13209290744057012,-1.4278647744823914,-0.37123768942658225,"Kent, Mr. Edward Austin",male,1.4271135931361865,-0.7210660586265731,-0.6300014204292068,11771,-0.6415697827202486,B37,C
0.15233152269645114,-1.4278647744823914,-0.37123768942658225,"Molson, Mr. Harry Markland",male,1.2353451385638206,-0.7210660586265731,-0.6300014204292068,113787,-0.6310914250914776,C30,S
0.168522414901156,0.6965194021865324,-0.37123768942658225,"Eustis, Miss. Elizabeth Mussey",female,1.171422320373032,0.8313467499459313,-0.6300014204292068,36947,-0.005445718408711509,D20,C
0.1766178610035084,-1.4278647744823914,-0.37123768942658225,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,-0.6823394071598379,0.8313467499459313,2.020349382755733,113781,0.9544150636119256,C22 C26,S
0.20090419931056566,0.6965194021865324,-0.37123768942658225,"Maioni, Miss. Roberta",female,-1.2576447708769354,-0.7210660586265731,-0.6300014204292068,110152,0.10239360892248824,B79,S
0.20495192236174187,-1.4278647744823914,-0.37123768942658225,"Penasco y Castellana, Mr. Victor de Satode",male,-1.1297991344953582,0.8313467499459313,-0.6300014204292068,PC 17758,0.3957876225280747,C65,C
0.23328598371997533,0.6965194021865324,-0.37123768942658225,"McGough, Mr. James Robert",male,0.0208115929388369,-0.7210660586265731,-0.6300014204292068,PC 17473,-0.6862665269804746,E25,S
0.24542915287350398,-1.4278647744823914,-0.37123768942658225,"Walker, Mr. William Anderson",male,0.7239625930375116,-0.7210660586265731,-0.6300014204292068,36967,-0.5849761731672568,D46,S
0.24947687592468018,0.6965194021865324,1.5698050867181192,"Lemore, Mrs. (Amelia Milley)",female,-0.10703404344274033,-0.7210660586265731,-0.6300014204292068,C.A. 34260,-0.8930503658107513,F33,S
0.26566776812938503,0.6965194021865324,-0.37123768942658225,"Perreault, Miss. Anne",female,-0.36272531620589477,-0.7210660586265731,-0.6300014204292068,12749,0.19407923817423398,B73,S
0.2778109372829137,0.6965194021865324,-0.37123768942658225,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,0.5321941384651458,-0.7210660586265731,0.6951739811632628,111361,-0.2711703189008246,B18,C
0.33043133694820437,-1.4278647744823914,-0.37123768942658225,"Butt, Major. Archibald Willingham",male,0.5961169566559344,-0.7210660586265731,-0.6300014204292068,113050,-0.6828283158835342,B38,S
0.342574506101733,0.6965194021865324,-0.37123768942658225,"Frolicher, Miss. Hedwig Margaritha",female,-0.8741078617322037,-0.7210660586265731,2.020349382755733,13568,-0.3822304314081678,B39,C
0.3466222291529092,0.6965194021865324,-0.37123768942658225,"Crosby, Miss. Harriet R",female,0.0208115929388369,-0.7210660586265731,2.020349382755733,WE/P 5735,-0.10062457013494877,B22,S
0.36281312135761407,-1.4278647744823914,-0.37123768942658225,"Douglas, Mr. Walter Donald",male,0.9157310476098776,0.8313467499459313,-0.6300014204292068,PC 17761,0.36337020361406447,C86,C
0.3870994596646713,0.6965194021865324,-0.37123768942658225,"Thayer, Mr. John Borland Jr",male,-1.193721952686147,-0.7210660586265731,2.020349382755733,17421,0.4217647808845014,C70,C
0.4113857979717286,0.6965194021865324,-0.37123768942658225,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,0.7878854112283002,0.8313467499459313,-0.6300014204292068,11755,-0.5119001070642082,A16,C
0.419481244074081,0.6965194021865324,-0.37123768942658225,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,0.21258004751120274,0.8313467499459313,0.6951739811632628,110413,0.012672671726137117,E67,S
0.4721016437393717,0.6965194021865324,-0.37123768942658225,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,1.1074995021822434,2.383759558518436,-0.6300014204292068,11769,-0.35630697463458855,C101,S
0.4761493667905479,0.6965194021865324,-0.37123768942658225,"Flynn, Mr. John Irwin (""Irving"")",male,0.0208115929388369,-0.7210660586265731,-0.6300014204292068,PC 17474,-0.6849567322768783,E25,S
0.496387982046429,0.6965194021865324,-0.37123768942658225,"Silvey, Mrs. William Baird (Alice Munger)",female,0.21258004751120274,0.8313467499459313,-0.6300014204292068,13507,-0.2984035703780003,E44,S
0.5125788742511338,0.6965194021865324,-0.37123768942658225,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,0.21258004751120274,0.8313467499459313,0.6951739811632628,17421,0.4217647808845014,C68,C
0.5206743203534863,-1.4278647744823914,-0.37123768942658225,"Ross, Mr. John Hugo",male,0.0208115929388369,-0.7210660586265731,-0.6300014204292068,13049,-0.5050236848703273,A10,C
0.5287697664558386,0.6965194021865324,-0.37123768942658225,"Taussig, Miss. Ruth",female,-1.1297991344953582,-0.7210660586265731,2.020349382755733,110413,0.012672671726137117,E68,S
0.5368652125581911,0.6965194021865324,-0.37123768942658225,"Frolicher-Stehli, Mr. Maxmillian",male,1.5549592295177637,0.8313467499459313,0.6951739811632628,13567,0.006778595559953426,B41,C
0.5530561047628959,0.6965194021865324,-0.37123768942658225,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,1.0435766839914546,0.8313467499459313,-0.6300014204292068,36947,-0.005445718408711509,D20,C
0.5854378891723055,0.6965194021865324,-0.37123768942658225,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,0.851808229419089,0.8313467499459313,-0.6300014204292068,PC 17485,-0.28492316328858647,A20,C
0.6259151196840677,0.6965194021865324,-0.37123768942658225,"Shutes, Miss. Elizabeth W",female,0.27650286570199134,-0.7210660586265731,-0.6300014204292068,PC 17582,0.979464887318206,C125,S
0.6623446271446536,0.6965194021865324,1.5698050867181192,"Becker, Miss. Marion Louise",female,-2.024718589166399,2.383759558518436,0.6951739811632628,230136,-0.5197588752857865,F4,S
0.6744877962981822,0.6965194021865324,-0.37123768942658225,"Kimball, Mr. Edwin Nelson Jr",male,0.4043485020835686,0.8313467499459313,-0.6300014204292068,11753,-0.34222668157092756,D19,S
0.690678688502887,-1.4278647744823914,-0.37123768942658225,"Sutton, Mr. Frederick",male,1.6188820477085524,-0.7210660586265731,-0.6300014204292068,36963,-0.607242683128395,D50,S
0.6987741346052394,0.6965194021865324,-0.37123768942658225,"Longley, Miss. Gretchen Fiske",female,-0.9380306799229924,-0.7210660586265731,-0.6300014204292068,13502,-0.009485125274602785,D9,S
0.710917303758768,0.6965194021865324,-0.37123768942658225,"Barkworth, Mr. Algernon Henry Wilson",male,2.833415593333536,-0.7210660586265731,-0.6300014204292068,27042,-0.6376403986094595,A23,S
0.7190127498611205,0.6965194021865324,-0.37123768942658225,"Stahelin-Maeglin, Dr. Max",male,-0.23487967982431757,-0.7210660586265731,-0.6300014204292068,13214,-0.6310914250914776,B50,C
0.7554422573217063,0.6965194021865324,-0.37123768942658225,"Sagesser, Mlle. Emma",female,-0.7462622253506265,-0.7210660586265731,-0.6300014204292068,PC 17477,-0.12289108009608705,B35,C
0.7716331495264112,0.6965194021865324,-0.37123768942658225,"Harper, Mr. Henry Sleeper",male,0.7878854112283002,0.8313467499459313,-0.6300014204292068,PC 17572,-0.02558381197650559,D33,C
0.7797285956287636,0.6965194021865324,-0.37123768942658225,"Simonius-Blumer, Col. Oberst Alfons",male,1.2992679567546093,-0.7210660586265731,-0.6300014204292068,13213,-0.5656016899116593,A26,C
0.8283012722428781,-1.4278647744823914,-0.37123768942658225,"Newell, Mr. Arthur Webster",male,1.4271135931361865,-0.7210660586265731,2.020349382755733,35273,0.4530911408104158,D48,C
0.8404444413964067,-1.4278647744823914,-0.37123768942658225,"Colley, Mr. Edward Pomeroy",male,0.7239625930375116,-0.7210660586265731,-0.6300014204292068,5727,-0.6954350899056493,E58,S
0.8768739488569927,-1.4278647744823914,-0.37123768942658225,"Davidson, Mr. Thornton",male,-0.29880249801510617,0.8313467499459313,-0.6300014204292068,F.C. 12750,-0.3494855638182586,B71,S
0.9092557332664023,0.6965194021865324,-0.37123768942658225,"Cardeza, Mr. Thomas Drake Martinez",male,0.0208115929388369,-0.7210660586265731,0.6951739811632628,PC 17755,5.679881916889272,B51 B53 B55,C
0.9173511793687548,0.6965194021865324,-0.37123768942658225,"Hassab, Mr. Hammad",male,-0.5544937707782607,-0.7210660586265731,-0.6300014204292068,PC 17572,-0.02558381197650559,D49,C
0.9497329637781644,0.6965194021865324,-0.37123768942658225,"Madill, Miss. Georgette Alexandra",female,-1.321567589067724,-0.7210660586265731,0.6951739811632628,24160,1.737508572024604,B5,S
0.9537806868293406,0.6965194021865324,-0.37123768942658225,"Dick, Mr. Albert Adrian",male,-0.29880249801510617,0.8313467499459313,-0.6300014204292068,17474,-0.28399582863844025,B20,S
0.9861624712387503,-1.4278647744823914,-0.37123768942658225,"Thayer, Mr. John Borland",male,0.851808229419089,0.8313467499459313,0.6951739811632628,17421,0.4217647808845014,C68,C
